Primate_div_Project	Great_ape_data
PD_0190-Gorilla_gorilla	Africa_24-Homo_sapiens
PD_0191-Gorilla_gorilla	Africa_25-Homo_sapiens
PD_0192-Gorilla_gorilla	Africa_26-Homo_sapiens
PD_0193-Gorilla_gorilla	Africa_27-Homo_sapiens
PD_0194-Gorilla_gorilla	Africa_28-Homo_sapiens
PD_0195-Gorilla_gorilla	WestEurasia_0-Homo_sapiens
PD_0196-Gorilla_gorilla	WestEurasia_1-Homo_sapiens
PD_0197-Gorilla_gorilla	WestEurasia_2-Homo_sapiens
PD_0198-Gorilla_gorilla	WestEurasia_3-Homo_sapiens
PD_0264-Gorilla_gorilla	WestEurasia_4-Homo_sapiens
PD_0146-Avahi_laniger	WestEurasia_5-Homo_sapiens
PD_0147-Avahi_peyrierasi	WestEurasia_6-Homo_sapiens
PD_0167-Propithecus_coronatus	WestEurasia_7-Homo_sapiens
PD_0168-Propithecus_diadema	WestEurasia_8-Homo_sapiens
PD_0169-Propithecus_edwardsi	WestEurasia_9-Homo_sapiens
PD_0170-Propithecus_perrieri	B010_Ikuru-Pan_troglodytes
PD_0171-Propithecus_tattersalli	Akwaya-Pan_troglodytes_ellioti
PD_0251-Propithecus_diadema	Banyo-Pan_troglodytes_ellioti
PD_0609-Propithecus_coquereli	Basho-Pan_troglodytes_ellioti
PD_0854-Indri_indri	Damian-Pan_troglodytes_ellioti
PD_0199-Papio_anubis	Julie-Pan_troglodytes_ellioti
PD_0200-Papio_anubis	Kopongo-Pan_troglodytes_ellioti
PD_0201-Papio_anubis	Koto-Pan_troglodytes_ellioti
PD_0202-Papio_anubis	Paquita-Pan_troglodytes_ellioti
PD_0203-Papio_anubis	Taweh-Pan_troglodytes_ellioti
PD_0204-Papio_anubis	Tobi-Pan_troglodytes_ellioti
PD_0205-Papio_anubis	N018_Trixie-Pan_troglodytes
PD_0206-Papio_anubis	100037-Pan_troglodytes_schweinfurthii
PD_0207-Papio_anubis	100040-Pan_troglodytes_schweinfurthii
PD_0208-Papio_anubis	9729-Pan_troglodytes_schweinfurthii
PD_0209-Papio_anubis	B007-Pan_troglodytes_schweinfurthii
PD_0210-Papio_anubis	B011-Pan_troglodytes_schweinfurthii
PD_0211-Papio_anubis	B012-Pan_troglodytes_schweinfurthii
PD_0212-Papio_anubis	B013-Pan_troglodytes_schweinfurthii
PD_0213-Papio_cynocephalus	B014-Pan_troglodytes_schweinfurthii
PD_0214-Papio_cynocephalus	Mgbadolite-Pan_troglodytes_schweinfurthii
PD_0215-Papio_cynocephalus	N019-Pan_troglodytes_schweinfurthii
PD_0216-Papio_cynocephalus	10964-Pan_troglodytes_troglodytes
PD_0217-Papio_cynocephalus	11352-Pan_troglodytes_troglodytes
PD_0219-Papio_anubis	11528-Pan_troglodytes_troglodytes
PD_0220-Papio_anubis	12320-Pan_troglodytes_troglodytes
PD_0221-Papio_anubis	12348-Pan_troglodytes_troglodytes
PD_0222-Papio_anubis	12420-Pan_troglodytes_troglodytes
PD_0223-Papio_cynocephalus	13656-Pan_troglodytes_troglodytes
PD_0224-Papio_cynocephalus	A957-Pan_troglodytes_troglodytes
PD_0225-Papio_cynocephalus	A959-Pan_troglodytes_troglodytes
PD_0226-Papio_cynocephalus	A960-Pan_troglodytes_troglodytes
PD_0227-Papio_cynocephalus	B021-Pan_troglodytes_troglodytes
PD_0228-Papio_cynocephalus	B022-Pan_troglodytes_troglodytes
PD_0229-Papio_cynocephalus	B023-Pan_troglodytes_troglodytes
PD_0230-Papio_cynocephalus	B024-Pan_troglodytes_troglodytes
PD_0231-Papio_cynocephalus	B025-Pan_troglodytes_troglodytes
PD_0232-Papio_cynocephalus	9668-Pan_troglodytes_verus
PD_0233-Papio_cynocephalus	A993-Pan_troglodytes_verus
PD_0234-Papio_cynocephalus	B005-Pan_troglodytes_verus
PD_0235-Papio_cynocephalus	B006-Pan_troglodytes_verus
PD_0236-Papio_cynocephalus	Clint-Pan_troglodytes_verus
PD_0237-Papio_cynocephalus	X00100-Pan_troglodytes_verus
PD_0238-Papio_anubis	ERS1986512-Pongo_pygmaeus
PD_0239-Papio_anubis	ERS1986513-Pongo_pygmaeus
PD_0240-Papio_anubis	ERS1986514-Pongo_pygmaeus
PD_0241-Papio_anubis	ERS1986515-Pongo_pygmaeus
PD_0242-Papio_anubis	ERS1986516-Pongo_pygmaeus
PD_0243-Papio_anubis	ERS1986518-Pongo_pygmaeus
PD_0244-Papio_anubis	Outgroup-Tupaia_chinensis
PD_0390-Papio_papio	
PD_0391-Papio_papio	
PD_0392-Papio_papio	
PD_0393-Papio_papio	
PD_0394-Papio_papio	
PD_0395-Papio_papio	
PD_0396-Papio_papio	
PD_0397-Papio_papio	
PD_0398-Papio_papio	
PD_0399-Papio_papio	
PD_0400-Papio_papio	
PD_0401-Papio_papio	
PD_0692-Papio_ursinus	
PD_0693-Papio_ursinus	
PD_0694-Papio_ursinus	
PD_0695-Papio_ursinus	
PD_0696-Papio_hamadryas	
PD_0697-Papio_hamadryas	
PD_0698-Papio_hamadryas	
PD_0699-Papio_hamadryas	
PD_0700-Papio_hamadryas	
PD_0701-Papio_hamadryas	
PD_0702-Papio_hamadryas	
PD_0703-Papio_hamadryas	
PD_0705-Papio_hamadryas	
PD_0706-Papio_hamadryas	
PD_0707-Papio_hamadryas	
PD_0708-Papio_hamadryas	
PD_0709-Papio_hamadryas	
PD_0710-Papio_hamadryas	
PD_0711-Papio_hamadryas	
PD_0712-Papio_hamadryas	
PD_0713-Papio_hamadryas	
PD_0714-Papio_hamadryas	
PD_0715-Papio_hamadryas	
PD_0716-Papio_hamadryas	
PD_0717-Papio_hamadryas	
PD_0718-Papio_hamadryas	
PD_0719-Papio_hamadryas	
PD_0720-Papio_anubis	
PD_0721-Papio_anubis	
PD_0722-Papio_anubis	
PD_0723-Papio_anubis	
PD_0724-Papio_anubis	
PD_0725-Papio_anubis	
PD_0726-Papio_anubis	
PD_0727-Papio_anubis	
PD_0728-Papio_anubis	
PD_0729-Papio_anubis	
PD_0730-Papio_anubis	
PD_0731-Papio_anubis	
PD_0732-Papio_anubis	
PD_0733-Papio_anubis	
PD_0734-Papio_anubis	
PD_0735-Papio_anubis	
PD_0736-Papio_anubis	
PD_0737-Papio_anubis	
PD_0738-Papio_anubis	
PD_0739-Papio_anubis	
PD_0740-Papio_anubis	
PD_0741-Papio_anubis	
PD_0742-Papio_anubis	
PD_0743-Papio_anubis	
PD_0744-Papio_anubis	
PD_0745-Papio_cynocephalus	
PD_0746-Papio_cynocephalus	
PD_0747-Papio_cynocephalus	
PD_0748-Papio_cynocephalus	
PD_0749-Papio_kindae	
PD_0750-Papio_kindae	
PD_0751-Papio_kindae	
PD_0752-Papio_cynocephalus	
PD_0753-Papio_cynocephalus	
PD_0754-Papio_cynocephalus	
PD_0755-Papio_cynocephalus	
PD_0756-Papio_cynocephalus	
PD_0757-Papio_cynocephalus	
PD_0758-Papio_kindae	
PD_0759-Papio_kindae	
PD_0760-Papio_kindae	
PD_0761-Papio_cynocephalus	
PD_0762-Papio_cynocephalus	
PD_0763-Papio_cynocephalus	
PD_0764-Papio_cynocephalus	
PD_0765-Papio_cynocephalus	
PD_0766-Papio_cynocephalus	
PD_0767-Papio_cynocephalus	
PD_0768-Papio_cynocephalus	
PD_0769-Papio_cynocephalus	
PD_0770-Papio_cynocephalus	
PD_0771-Papio_cynocephalus	
PD_0772-Papio_cynocephalus	
PD_0773-Papio_cynocephalus	
PD_0774-Papio_cynocephalus	
PD_0775-Papio_cynocephalus	
PD_0776-Papio_kindae	
PD_0777-Papio_kindae	
PD_0778-Papio_kindae	
PD_0779-Papio_kindae	
PD_0780-Papio_kindae	
PD_0781-Papio_kindae	
PD_0782-Papio_kindae	
PD_0783-Papio_kindae	
PD_0784-Papio_kindae	
PD_0785-Papio_kindae	
PD_0786-Papio_kindae	
PD_0787-Papio_kindae	
PD_0788-Papio_kindae	
PD_0789-Papio_kindae	
PD_0790-Papio_kindae	
PD_0791-Papio_kindae	
PD_0792-Papio_kindae	
PD_0793-Papio_kindae	
PD_0794_BAB-Papio_kindae	
PD_0628-Cephalopachus_bancanus	
PD_0629-Carlito_syrichta	
