Primate_div_Project	Great_ape_data
PD_0103-Pygathrix_nemaeus	
PD_0104-Pygathrix_nemaeus	
PD_0105-Pygathrix_nemaeus	
PD_0106-Pygathrix_cinerea	
PD_0107-Pygathrix_cinerea	
PD_0108-Pygathrix_cinerea	
PD_0109-Pygathrix_cinerea	
PD_0114-Pygathrix_nigripes	
PD_0115-Pygathrix_nigripes	
PD_0253-Pygathrix_cinerea	
PD_0254-Pygathrix_nemaeus	
PD_0255-Pygathrix_nemaeus	
PD_0582-Semnopithecus_entellus	
PD_0583-Semnopithecus_entellus	
PD_0584-Semnopithecus_entellus	
PD_0585-Semnopithecus_entellus	
PD_0586-Semnopithecus_entellus	
PD_0587-Semnopithecus_entellus	
PD_0588-Semnopithecus_entellus	
PD_0589-Semnopithecus_hypoleucos	
PD_0590-Semnopithecus_hypoleucos	
PD_0591-Semnopithecus_hypoleucos	
PD_0592-Semnopithecus_hypoleucos	
PD_0593-Semnopithecus_schistaceus	
PD_0594-Semnopithecus_schistaceus	
PD_0595-Trachypithecus_geei	
PD_0596-Trachypithecus_geei	
PD_0597-Trachypithecus_geei	
PD_0598-Trachypithecus_geei	
PD_0599-Trachypithecus_geei	
PD_0600-Trachypithecus_geei	
PD_0601-Semnopithecus_johnii	
PD_0602-Trachypithecus_phayrei	
PD_0603-Trachypithecus_pileatus	
PD_0843-Semnopithecus_vetulus	
PD_0847-Semnopithecus_vetulus	
PD_0848-Rhinopithecus_roxellana	
PD_0849-Trachypithecus_laotum	
PD_0850-Trachypithecus_melamera	
PD_0851-Trachypithecus_leucocephalus	
PD_0852-Trachypithecus_hatinhensis	
PD_0853-Trachypithecus_germaini	
PD_0881-Rhinopithecus_bieti	
PD_0009-Saguinus_inustus	
PD_0017-Leontocebus_nigricollis	
PD_0118-Leontocebus_illigeri	
PD_0119-Saguinus_imperator	
PD_0120-Saguinus_labiatus	
PD_0121-Saguinus_midas	
PD_0122-Saguinus_oedipus	
PD_0123-Leontocebus_fuscicollis	
PD_0174-Saguinus_geoffroyi	
PD_0346-Saguinus_bicolor	
PD_0347-Leontocebus_fuscicollis	
PD_0348-Saguinus_labiatus	
PD_0349-Saguinus_midas	
PD_0350-Saguinus_midas	
PD_0351-Saguinus_mystax	
PD_0352-Leontocebus_fuscicollis	
PD_0376-Sapajus_apella	
PD_0377-Sapajus_apella	
PD_0378-Sapajus_macrocephalus	
PD_0379-Sapajus_macrocephalus	
PD_0380-Sapajus_apella	
PD_0381-Sapajus_macrocephalus	
PD_0382-Sapajus_macrocephalus	
PD_0383-Sapajus_macrocephalus	
PD_0384-Sapajus_macrocephalus	
PD_0385-Sapajus_macrocephalus	
PD_0386-Sapajus_macrocephalus	
PD_0387-Sapajus_macrocephalus	
PD_0388-Sapajus_macrocephalus	
PD_0389-Sapajus_macrocephalus	
PD_0628-Cephalopachus_bancanus	
PD_0629-Carlito_syrichta	
PD_0067-Theropithecus_gelada	
