Atele_fusciceps	5
Callithrix_jacchus	9
Cebus_albifrons	161
Cercopithecus_mitis	1
Colobus_guereza	1
Erythrocebus_patas	2
Galago_moholi	4
Lemur_catta-Thomas	36
Loris_tardigradus	3
Macaca_mulatta	92
Mandrillus_sphinx	3
Microcebus_murinus	62
Nomascus_leucogenys	9
Nycticebus_pygmaeus	9
Pithecia_pithecia	149
Propithecus_coquereli	11
Rhinopithecus_roxellana	17
Saguinus_midas	16
Tarsius_syrichta	7
