Primate_div_Project	Great_ape_data
PD_0233-Papio_cynocephalus	A934-Gorilla_gorilla_gorilla
PD_0234-Papio_cynocephalus	A936-Gorilla_gorilla_gorilla
PD_0235-Papio_cynocephalus	A937-Gorilla_gorilla_gorilla
PD_0236-Papio_cynocephalus	A962-Gorilla_gorilla_gorilla
PD_0237-Papio_cynocephalus	B642_Akiba_Beri-Gorilla_gorilla_gorilla
PD_0238-Papio_anubis	B643-Gorilla_gorilla_gorilla
PD_0239-Papio_anubis	B644-Gorilla_gorilla_gorilla
PD_0240-Papio_anubis	B647-Gorilla_gorilla_gorilla
PD_0241-Papio_anubis	B650-Gorilla_gorilla_gorilla
PD_0242-Papio_anubis	KB3782-Gorilla_gorilla_gorilla
PD_0243-Papio_anubis	KB3784-Gorilla_gorilla_gorilla
PD_0244-Papio_anubis	KB4986-Gorilla_gorilla_gorilla
PD_0390-Papio_papio	KB5792-Gorilla_gorilla_gorilla
PD_0391-Papio_papio	KB5852-Gorilla_gorilla_gorilla
PD_0392-Papio_papio	KB6039-Gorilla_gorilla_gorilla
PD_0393-Papio_papio	KB7973-Gorilla_gorilla_gorilla
PD_0394-Papio_papio	X00108-Gorilla_gorilla_gorilla
PD_0395-Papio_papio	X00109-Gorilla_gorilla_gorilla
PD_0396-Papio_papio	Africa_20-Homo_sapiens
PD_0397-Papio_papio	Africa_21-Homo_sapiens
PD_0398-Papio_papio	Africa_22-Homo_sapiens
PD_0399-Papio_papio	Africa_23-Homo_sapiens
PD_0400-Papio_papio	Africa_24-Homo_sapiens
PD_0401-Papio_papio	Africa_25-Homo_sapiens
PD_0692-Papio_ursinus	Africa_26-Homo_sapiens
PD_0693-Papio_ursinus	Africa_27-Homo_sapiens
PD_0694-Papio_ursinus	Africa_28-Homo_sapiens
PD_0695-Papio_ursinus	WestEurasia_0-Homo_sapiens
PD_0696-Papio_hamadryas	WestEurasia_1-Homo_sapiens
PD_0697-Papio_hamadryas	WestEurasia_2-Homo_sapiens
PD_0698-Papio_hamadryas	WestEurasia_3-Homo_sapiens
PD_0699-Papio_hamadryas	WestEurasia_4-Homo_sapiens
PD_0700-Papio_hamadryas	WestEurasia_5-Homo_sapiens
PD_0701-Papio_hamadryas	WestEurasia_6-Homo_sapiens
PD_0702-Papio_hamadryas	WestEurasia_7-Homo_sapiens
PD_0703-Papio_hamadryas	WestEurasia_8-Homo_sapiens
PD_0704-Papio_hamadryas	WestEurasia_9-Homo_sapiens
PD_0705-Papio_hamadryas	A914_Hortense-Pan_paniscus
PD_0706-Papio_hamadryas	A915_Kosana-Pan_paniscus
PD_0707-Papio_hamadryas	A917_Dzeeta-Pan_paniscus
PD_0708-Papio_hamadryas	A918_Hermien-Pan_paniscus
PD_0709-Papio_hamadryas	A919_Desmond-Pan_paniscus
PD_0710-Papio_hamadryas	A922_Catherine-Pan_paniscus
PD_0711-Papio_hamadryas	A923_Kombote-Pan_paniscus
PD_0712-Papio_hamadryas	A924_Chipita-Pan_paniscus
PD_0713-Papio_hamadryas	A925_Bono-Pan_paniscus
PD_0714-Papio_hamadryas	A926_Natalie-Pan_paniscus
PD_0715-Papio_hamadryas	A996_Diana-Pan_troglodytes
PD_0716-Papio_hamadryas	B010_Ikuru-Pan_troglodytes
PD_0717-Papio_hamadryas	Akwaya-Pan_troglodytes_ellioti
PD_0718-Papio_hamadryas	Banyo-Pan_troglodytes_ellioti
PD_0719-Papio_hamadryas	Basho-Pan_troglodytes_ellioti
PD_0720-Papio_anubis	Damian-Pan_troglodytes_ellioti
PD_0721-Papio_anubis	Julie-Pan_troglodytes_ellioti
PD_0722-Papio_anubis	Kopongo-Pan_troglodytes_ellioti
PD_0723-Papio_anubis	Koto-Pan_troglodytes_ellioti
PD_0724-Papio_anubis	Paquita-Pan_troglodytes_ellioti
PD_0725-Papio_anubis	Taweh-Pan_troglodytes_ellioti
PD_0726-Papio_anubis	Tobi-Pan_troglodytes_ellioti
PD_0727-Papio_anubis	N018_Trixie-Pan_troglodytes
PD_0728-Papio_anubis	100037-Pan_troglodytes_schweinfurthii
PD_0729-Papio_anubis	100040-Pan_troglodytes_schweinfurthii
PD_0730-Papio_anubis	9729-Pan_troglodytes_schweinfurthii
PD_0731-Papio_anubis	A910-Pan_troglodytes_schweinfurthii
PD_0732-Papio_anubis	A911-Pan_troglodytes_schweinfurthii
PD_0733-Papio_anubis	A912-Pan_troglodytes_schweinfurthii
PD_0734-Papio_anubis	B002-Pan_troglodytes_schweinfurthii
PD_0735-Papio_anubis	B007-Pan_troglodytes_schweinfurthii
PD_0736-Papio_anubis	B011-Pan_troglodytes_schweinfurthii
PD_0737-Papio_anubis	B012-Pan_troglodytes_schweinfurthii
PD_0738-Papio_anubis	B013-Pan_troglodytes_schweinfurthii
PD_0739-Papio_anubis	B014-Pan_troglodytes_schweinfurthii
PD_0740-Papio_anubis	N015-Pan_troglodytes_schweinfurthii
PD_0741-Papio_anubis	N017-Pan_troglodytes_schweinfurthii
PD_0742-Papio_anubis	N019-Pan_troglodytes_schweinfurthii
PD_0743-Papio_anubis	10964-Pan_troglodytes_troglodytes
PD_0744-Papio_anubis	11352-Pan_troglodytes_troglodytes
PD_0745-Papio_cynocephalus	11528-Pan_troglodytes_troglodytes
PD_0746-Papio_cynocephalus	12311-Pan_troglodytes_troglodytes
PD_0747-Papio_cynocephalus	12320-Pan_troglodytes_troglodytes
PD_0748-Papio_cynocephalus	12348-Pan_troglodytes_troglodytes
PD_0749-Papio_kindae	12420-Pan_troglodytes_troglodytes
PD_0750-Papio_kindae	13656-Pan_troglodytes_troglodytes
PD_0751-Papio_kindae	A957-Pan_troglodytes_troglodytes
PD_0752-Papio_cynocephalus	A958-Pan_troglodytes_troglodytes
PD_0753-Papio_cynocephalus	A959-Pan_troglodytes_troglodytes
PD_0754-Papio_cynocephalus	A960-Pan_troglodytes_troglodytes
PD_0755-Papio_cynocephalus	A990-Pan_troglodytes_troglodytes
PD_0756-Papio_cynocephalus	B021-Pan_troglodytes_troglodytes
PD_0757-Papio_cynocephalus	B022-Pan_troglodytes_troglodytes
PD_0758-Papio_kindae	B023-Pan_troglodytes_troglodytes
PD_0759-Papio_kindae	B024-Pan_troglodytes_troglodytes
PD_0760-Papio_kindae	B025-Pan_troglodytes_troglodytes
PD_0761-Papio_cynocephalus	9668-Pan_troglodytes_verus
PD_0762-Papio_cynocephalus	A956-Pan_troglodytes_verus
PD_0763-Papio_cynocephalus	A991-Pan_troglodytes_verus
PD_0764-Papio_cynocephalus	A993-Pan_troglodytes_verus
PD_0765-Papio_cynocephalus	B005-Pan_troglodytes_verus
PD_0766-Papio_cynocephalus	B006-Pan_troglodytes_verus
PD_0767-Papio_cynocephalus	Clint-Pan_troglodytes_verus
PD_0768-Papio_cynocephalus	N014-Pan_troglodytes_verus
PD_0769-Papio_cynocephalus	X00100-Pan_troglodytes_verus
PD_0770-Papio_cynocephalus	ERS1986511-Pongo_pygmaeus
PD_0771-Papio_cynocephalus	ERS1986512-Pongo_pygmaeus
PD_0772-Papio_cynocephalus	ERS1986513-Pongo_pygmaeus
PD_0773-Papio_cynocephalus	ERS1986514-Pongo_pygmaeus
PD_0774-Papio_cynocephalus	ERS1986515-Pongo_pygmaeus
PD_0775-Papio_cynocephalus	ERS1986516-Pongo_pygmaeus
PD_0776-Papio_kindae	ERS1986517-Pongo_pygmaeus
PD_0777-Papio_kindae	ERS1986518-Pongo_pygmaeus
PD_0778-Papio_kindae	ERS1986519-Pongo_pygmaeus
PD_0779-Papio_kindae	ERS1986520-Pongo_pygmaeus
PD_0780-Papio_kindae	SRS396832-Pongo_pygmaeus
PD_0781-Papio_kindae	SRS396833-Pongo_pygmaeus
PD_0782-Papio_kindae	SRS396834-Pongo_pygmaeus
PD_0783-Papio_kindae	SRS396835-Pongo_pygmaeus
PD_0784-Papio_kindae	SRS396836-Pongo_pygmaeus
PD_0785-Papio_kindae	Outgroup-Tupaia_chinensis
PD_0786-Papio_kindae	
PD_0787-Papio_kindae	
PD_0788-Papio_kindae	
PD_0789-Papio_kindae	
PD_0790-Papio_kindae	
PD_0791-Papio_kindae	
PD_0792-Papio_kindae	
PD_0793-Papio_kindae	
PD_0794_BAB-Papio_kindae	
PD_0028-Allenopithecus_nigroviridis	
PD_0029-Allochrocebus_lhoesti	
PD_0030-Allochrocebus_preussi	
PD_0031-Allochrocebus_solatus	
PD_0126-Allenopithecus_nigroviridis	
PD_0127-Allochrocebus_lhoesti	
PD_0173-Chlorocebus_pygerythrus	
PD_0148-Daubentonia_madagascariensis	
PD_0155-Galago_moholi	
PD_0156-Galago_senegalensis	
PD_0622-Galagoides_demidoff	
PD_0179-Gorilla_beringei	
PD_0180-Gorilla_gorilla	
PD_0181-Gorilla_gorilla	
PD_0182-Gorilla_gorilla	
PD_0183-Gorilla_gorilla	
PD_0184-Gorilla_gorilla	
PD_0185-Gorilla_gorilla	
PD_0186-Gorilla_gorilla	
PD_0188-Gorilla_gorilla	
PD_0189-Gorilla_gorilla	
PD_0190-Gorilla_gorilla	
PD_0191-Gorilla_gorilla	
PD_0192-Gorilla_gorilla	
PD_0193-Gorilla_gorilla	
PD_0194-Gorilla_gorilla	
PD_0195-Gorilla_gorilla	
PD_0196-Gorilla_gorilla	
PD_0197-Gorilla_gorilla	
PD_0198-Gorilla_gorilla	
PD_0260-Gorilla_gorilla	
PD_0264-Gorilla_gorilla	
PD_0531-Loris_lydekkerianus	
PD_0532-Loris_lydekkerianus	
PD_0626-Loris_tardigradus	
PD_0623-Otolemur_crassicaudatus	
PD_0624-Otolemur_garnettii	
PD_0625-Otolemur_crassicaudatus	
PD_0146-Avahi_laniger	
PD_0147-Avahi_peyrierasi	
PD_0167-Propithecus_coronatus	
PD_0168-Propithecus_diadema	
PD_0169-Propithecus_edwardsi	
PD_0170-Propithecus_perrieri	
PD_0171-Propithecus_tattersalli	
PD_0172-Propithecus_verreauxi	
PD_0251-Propithecus_diadema	
PD_0252-Propithecus_perrieri	
PD_0609-Propithecus_coquereli	
PD_0854-Indri_indri	
PD_0404-Tarsius_lariang	
PD_0405-Tarsius_wallacei	
PD_0628-Cephalopachus_bancanus	
PD_0629-Carlito_syrichta	
